title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
OWC 32TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & PCIe Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,4,5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,3579.99,0.85,False,https://www.filmtools.com/owc-32tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-pcie-dock.html
OWC 64TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,64 TB,64000,Thunderbolt 3; Thunderbolt 2; USB 3.2 Gen 2; SATA; PCIe/NVMe,USB-C; USB-A,,,7200,4,5,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,4779.99,0.85,False,https://www.filmtools.com/owc-64tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-dock.html
OWC 96TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,96 TB,96000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Archive Forever; Team & Network,6099.99,0.82,False,https://www.filmtools.com/owc-96tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 14TB Flex 1U4 Rackmount Thunderbolt Storage & Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,14 TB,14000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,2699.99,0.83,False,https://www.filmtools.com/owc-14tb-flex-1u4-rackmount-thunderbolt-storage-expansion.html
OWC 25TB Flex 1U4 Rackmount Thunderbolt Storage & Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,25 TB,25000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,3379.99,0.83,False,https://www.filmtools.com/owc-25tb-flex-1u4-rackmount-thunderbolt-storage-expansion.html
OWC 26TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & PCIe Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,26 TB,26000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,3629.99,0.85,False,https://www.filmtools.com/owc-26tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-pcie-dock.html
OWC 28TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,28 TB,28000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,2750,,7200,,,False,,,,,,Team & Network,4029.99,0.83,False,https://www.filmtools.com/owc-28tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 32TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,5019.99,0.83,False,https://www.filmtools.com/owc-32tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC Flex 1U4 37TB Rackmount Thunderbolt Storage,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,37 TB,37000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,,Archive Forever,3899.99,0.82,False,https://www.filmtools.com/owc-flex-1u4-37tb-rackmount-thunderbolt-storage.html
OWC 38TB Flex 1U4 Rackmount Thunderbolt Storage & Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,38 TB,38000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,4149.99,0.83,False,https://www.filmtools.com/owc-38tb-flex-1u4-rackmount-thunderbolt-storage-expansion.html
OWC 40TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,40 TB,40000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,4549.99,0.83,False,https://www.filmtools.com/owc-40tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 44TB Flex 1U4 4-Bay Thunderbolt Rackmount Storage,OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,44 TB,44000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,2750,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,5579.99,0.87,False,https://www.filmtools.com/owc-44tb-flex-1u4-4-bay-thunderbolt-rackmount-storage.html
OWC 49TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,49 TB,49000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,3,Team & Network,4249.99,0.83,False,https://www.filmtools.com/owc-49tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 50TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,50 TB,50000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Archive Forever; Team & Network,4499.99,0.82,False,https://www.filmtools.com/owc-50tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
"OWC Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion (50TB, 64TB, 96TB)",OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,50 TB,50000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,,,7200,,,False,,,,,,Archive Forever; Team & Network,4499.99,0.82,False,https://www.filmtools.com/owc-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion-50tb-64tb-96tb.html
OWC 52TB Flex 1U4 Rackmount Thunderbolt Storage & Dock with PCIe,OWC,Readers & Docks,Docks & Hubs,dock,accessory,52 TB,52000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,3,Offload & Ingest,4919.99,0.88,False,https://www.filmtools.com/owc-52tb-flex-1u4-rackmount-thunderbolt-storage-dock-with-pcie.html
OWC 61TB Flex 1U4 Rackmount Thunderbolt Storage & Dock,OWC,Readers & Docks,Docks & Hubs,dock,accessory,61 TB,61000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,5,Offload & Ingest; Team & Network,4699.99,0.88,False,https://www.filmtools.com/owc-61tb-flex-1u4-rackmount-thunderbolt-storage-dock.html
OWC Flex 1U4 64TB Rackmount Thunderbolt Storage Dock PCIe Expansion,OWC,Readers & Docks,Docks & Hubs,dock,accessory,64 TB,64000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe,USB-C; USB-A,,,7200,,,False,,,,,5,Offload & Ingest,5349.99,0.88,False,https://www.filmtools.com/owc-flex-1u4-64tb-rackmount-thunderbolt-storage-dock-pcie-expansion.html
OWC 74TB Flex 1U4 Rackmount Thunderbolt Storage & Dock,OWC,Readers & Docks,Docks & Hubs,dock,accessory,74 TB,74000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,,Offload & Ingest,5499.99,0.88,False,https://www.filmtools.com/owc-74tb-flex-1u4-rackmount-thunderbolt-storage-dock.html
OWC 76TB Flex 1U4 Thunderbolt Rackmount Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,76 TB,76000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,,,5899.99,0.83,False,https://www.filmtools.com/owc-76tb-flex-1u4-thunderbolt-rackmount-storage-pcie-expansion.html
OWC 80TB Flex 1U4 (1x8TB NVMe + 3x24TB HDD) Rackmount Thunderbolt Storage,OWC,Drives,Solid-State Drives (SSD),ssd,rackmount,80 TB,80000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,3,Edit Fast,6899.99,0.87,False,https://www.filmtools.com/owc-flex-1u4-80tb-1x8tb-nvme-3x24tb-hdd-rackmount-thunderbolt-storage.html
OWC 16TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,16 TB,16000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,2750,,7200,,,False,,,,,,Team & Network,3749.99,0.83,False,https://www.filmtools.com/owc-16tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 20TB Flex 1U4 Thunderbolt Rackmount Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,20 TB,20000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Team & Network,4899.99,0.83,False,https://www.filmtools.com/owc-20tb-flex-1u4-thunderbolt-rackmount-storage-pcie-expansion.html
OWC 28TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & PCIe Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,28 TB,28000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,2750,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4649.99,0.85,False,https://www.filmtools.com/owc-28tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-pcie-dock.html
"OWC 28TB Flex 1U4 (4x4TB NVMe, 3x4TB HDD) Thunderbolt Rackmount",OWC,Drives,Solid-State Drives (SSD),ssd,rackmount,28 TB,28000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Edit Fast; Team & Network,6449.99,0.87,False,https://www.filmtools.com/owc-flex-1u4-28tb-4x4tb-nvme-3x4tb-hdd-thunderbolt-rackmount.html
OWC Flex 1U4 32TB Rackmount Thunderbolt Storage with Docking & PCIe,OWC,Readers & Docks,Docks & Hubs,dock,accessory,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,5,Offload & Ingest; Team & Network,5829.99,0.88,False,https://www.filmtools.com/owc-flex-1u4-32tb-rackmount-thunderbolt-storage-with-docking-pcie.html
OWC Flex 1U4 40TB Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,40 TB,40000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,,,5189.99,0.83,False,https://www.filmtools.com/owc-flex-1u4-40tb-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 40TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,40 TB,40000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,5,Archive Forever; Team & Network,7429.99,0.82,False,https://www.filmtools.com/owc-40tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion-2.html
OWC 44TB Flex 1U4 Rackmount Thunderbolt Storage & Dock,OWC,Readers & Docks,Docks & Hubs,dock,accessory,44 TB,44000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,,,7200,,0; 1; 4; 5,False,,,,,5,Backup & Redundancy; Offload & Ingest; Team & Network,6379.99,0.88,False,https://www.filmtools.com/owc-44tb-flex-1u4-rackmount-thunderbolt-storage-dock.html
OWC 44TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,44 TB,44000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,5,,10499.99,0.83,False,https://www.filmtools.com/owc-44tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 52TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,52 TB,52000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,5,,5549.99,0.83,False,https://www.filmtools.com/owc-52tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC Flex 1U4 52TB Rackmount Thunderbolt Storage & Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,52 TB,52000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,5,,7979.99,0.83,False,https://www.filmtools.com/owc-flex-1u4-52tb-rackmount-thunderbolt-storage-expansion.html
OWC 56TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage,OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,56 TB,56000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,6699.99,0.87,False,https://www.filmtools.com/owc-56tb-flex-1u4-4-bay-rackmount-thunderbolt-storage.html
OWC 56TB Flex 1U4 Thunderbolt Rackmount Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,56 TB,56000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,3,Team & Network,11499.99,0.83,False,https://www.filmtools.com/owc-56tb-flex-1u4-thunderbolt-rackmount-storage-pcie-expansion.html
OWC 64TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,64 TB,64000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,5,Archive Forever; Team & Network,8299.99,0.82,False,https://www.filmtools.com/owc-64tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 64TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & Expansion,OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,64 TB,64000,Thunderbolt 3; Thunderbolt 2; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,4,,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,6029.99,0.87,False,https://www.filmtools.com/owc-64tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-expansion.html
OWC Flex 1U4 68TB Thunderbolt Rackmount Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,68 TB,68000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,3,,11879.99,0.83,False,https://www.filmtools.com/owc-flex-1u4-68tb-thunderbolt-rackmount-storage-pcie-expansion.html
OWC 76TB Flex 1U4 Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,76 TB,76000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,4,,False,,,,,3,Backup & Redundancy; Edit Fast; Team & Network,8779.99,0.83,False,https://www.filmtools.com/owc-76tb-flex-1u4-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 80TB Flex 1U4 Thunderbolt Rackmount Storage & PCIe Expansion,OWC,Drives,Hard Disk Drives (HDD),hdd,rackmount,80 TB,80000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,,,False,,,,,,Archive Forever; Team & Network,12399.99,0.82,False,https://www.filmtools.com/owc-80tb-flex-1u4-thunderbolt-rackmount-storage-pcie-expansion.html
OWC 92TB Flex 1U4 Rackmount Thunderbolt Storage Docking PCIe,OWC,Readers & Docks,Docks & Hubs,dock,accessory,92 TB,92000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,5,Offload & Ingest,12829.99,0.88,False,https://www.filmtools.com/owc-92tb-flex-1u4-rackmount-thunderbolt-storage-docking-pcie.html
OWC 4TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & PCIe Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,4 TB,4000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,,4,,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,2699.99,0.85,False,https://www.filmtools.com/owc-4tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-pcie-dock.html
OWC 8TB Flex 1U4 Rackmount Thunderbolt Dock & PCIe Expansion,OWC,Readers & Docks,Docks & Hubs,dock,accessory,8 TB,8000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,,,0; 1; 4; 5,False,,,,,5,Backup & Redundancy; Offload & Ingest; Team & Network,3699.99,0.88,False,https://www.filmtools.com/owc-8tb-flex-1u4-rackmount-thunderbolt-dock-pcie-expansion.html
OWC 32TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage & Dock,OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,,4,0; 1; 4; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,9979.99,0.85,False,https://www.filmtools.com/owc-32tb-flex-1u4-4-bay-rackmount-thunderbolt-storage-dock.html
OWC 64.0TB (8x8.0TB HDD) ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,64 TB,64000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,5,False,,,,,,Archive Forever,6619.99,0.84,False,https://www.filmtools.com/owc-640tb-8x80tb-hdd-thunderbay-flex-8-thunderbolt-3-storage-solution.html
OWC 128.0TB ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,128 TB,128000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,,,9029.99,0.83,False,https://www.filmtools.com/owc-1280tb-8x160tb-hdd-thunderbay-flex-8-thunderbolt-3-storage-solution.html
OWC 160.0TB ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,160 TB,160000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,,,10239.99,0.83,False,https://www.filmtools.com/owc-1600tb-8x200tb-hdd-thunderbay-flex-8-thunderbolt-3-storage-solution.html
OWC 192TB ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,192 TB,192000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,8,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,11659.99,0.83,False,https://www.filmtools.com/owc-192tb-8x24tb-hdd-thunderbay-flex-8-thunderbolt-3-storage-solution.html
OWC 36TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,36 TB,36000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,5,False,,,,,3,,5799.99,0.83,False,https://www.filmtools.com/owc-36tb-thunderbay-flex-8-thunderbolt-3-storage.html
"OWC 60TB ThunderBay Flex 8 TB3 Storage (1x4TB NVMe, 7x8TB HDD)",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,60 TB,60000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,8,0; 5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,7049.99,0.84,False,https://www.filmtools.com/owc-60tb-thunderbay-flex-8-tb3-storage-1x4tb-nvme-7x8tb-hdd.html
OWC 64TB ThunderBay Flex 8 Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,64 TB,64000,Thunderbolt 3; USB 3.2 Gen 2; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,,0; 5,False,,,,,,,8049.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-64tb-1x8tb-nvme-7x8tb-hdd-thunderbolt-3.html
OWC 92TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,92 TB,92000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,0; 5,False,,,,,3,,9299.99,0.83,False,https://www.filmtools.com/owc-92tb-thunderbay-flex-8-thunderbolt-3-storage.html
"OWC ThunderBay Flex 8, 114TB Thunderbolt 3",OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,114 TB,114000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,5,False,,,,,,,8729.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-114tb-1x2tb-nvme-ssd-7x16tb-hdd-thunderbolt-3.html
OWC 120TB ThunderBay Flex 8 Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,120 TB,120000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,0; 5,False,,,,,3,,10129.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-120tb-thunderbolt-3-7x16tb-hdd-1x8tb-nvme-ssd.html
OWC ThunderBay Flex 8 142TB Thunderbolt 3,OWC,Readers & Docks,Card Readers,reader,accessory,142 TB,142000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,,Offload & Ingest,9799.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-142tb-1x2tb-nvme-ssd-7x20tb-hdd-thunderbolt-3.html
OWC 144TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,144 TB,144000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,,0; 5,False,,,,,,,10199.99,0.83,False,https://www.filmtools.com/owc-144tb-thunderbay-flex-8-thunderbolt-3-storage.html
OWC 148TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,148 TB,148000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,,5,False,,,,,,,11199.99,0.83,False,https://www.filmtools.com/owc-148tb-thunderbay-flex-8-thunderbolt-3-storage.html
OWC ThunderBay Flex 8 172TB Thunderbolt 3 Storage,OWC,Readers & Docks,Card Readers,reader,accessory,172 TB,172000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,,0; 5,False,,,,,,Offload & Ingest,11449.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-172tb-thunderbolt-3-storage-1x4tb-nvme-7x24tb-hdd.html
OWC 176TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,176 TB,176000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,,,12479.99,0.83,False,https://www.filmtools.com/owc-176tb-thunderbay-flex-8-thunderbolt-3-storage-1x8tb-nvme-ssd-7x24tb-hdd.html
OWC ThunderBay Flex 8 32TB Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,,5,False,,,,,5,,5449.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-32tb-thunderbolt-3-storage-4x1tb-nvme-7x4tb-hdd.html
OWC ThunderBay Flex 8 60TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,60 TB,60000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,,5,False,,,,,5,,7699.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-60tb-4x1tb-nvme-7x8tb-hdd-thunderbolt-3.html
OWC ThunderBay Flex 8 64TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,64 TB,64000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,,5,False,,,,,3,,8849.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-64tb-4x2tb-nvme-7x8tb-hdd-thunderbolt-3.html
OWC ThunderBay Flex 8 72TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,72 TB,72000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,,5,False,,,,,5,,10449.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-72tb-4x4tb-nvme-7x8tb-hdd-thunderbolt-3.html
"OWC 120TB ThunderBay Flex 8 Thunderbolt 3 (4x2TB NVMe SSD, 7x16TB HDD)",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,120 TB,120000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,8,5,False,,,,,3,Backup & Redundancy; Edit Fast; Team & Network,9179.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-120tb-thunderbolt-3-4x2tb-nvme-ssd-7x16tb-hdd.html
OWC ThunderBay Flex 8 144TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,144 TB,144000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,,,1600,,5,False,,,,,5,,14679.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-144tb-thunderbolt-3-4x8tb-nvme-7x16tb-hdd.html
OWC ThunderBay Flex 8 148TB Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,148 TB,148000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,5,False,,,,,5,,11999.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-148tb-thunderbolt-3-storage.html
