title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
Delkin Devices 325GB BLACK CFexpress Type B Memory Card w/ Reader,Delkin,Readers & Docks,Card Readers,reader,accessory,325 GB,325,PCIe/NVMe; CFexpress Type B; SDXC UHS-II; CFast 2.0,USB-C,1725,1530,,,,True,,,,,,Offload & Ingest,499.99,0.88,False,https://www.filmtools.com/delkin-devices-325gb-black-cfexpress-type-b-memory-card-w-reader.html
Lexar 64GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series),Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,84.99,0.89,False,https://www.filmtools.com/lexar-64gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series.html
"Lexar Professional 1800x UHS-II SDXC Memory Card (GOLD Series) (64GB, 128GB, 256GB, 512GB)",Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,,,,,,False,,,,,10,On-Set Capture,84.99,0.89,False,https://www.filmtools.com/lexar-professional-1800x-uhs-ii-sdxc-memory-card-gold-series-64gb-128gb-256gb-512gb.html
Lexar 128GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series),Lexar,Camera Media,SD / microSD,memory_card,card,128 GB,128,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,99.99,0.89,False,https://www.filmtools.com/lexar-128gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series.html
Lexar 256GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series),Lexar,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,169.99,0.89,False,https://www.filmtools.com/lexar-256gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series.html
"Lexar 64GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series, 2-Pack)",Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,164.99,0.89,False,https://www.filmtools.com/lexar-64gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series-2-pack.html
"Lexar Professional 1800x UHS-II SDXC Memory Card (GOLD Series, 2-Pack) (Various Capacities)",Lexar,Camera Media,SD / microSD,memory_card,card,,,SDXC UHS-II,,,,,,,False,,,,,10,On-Set Capture,164.99,0.67,False,https://www.filmtools.com/lexar-professional-1800x-uhs-ii-sdxc-memory-card-gold-series-2-pack-various-capacities.html
"Lexar 128GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series, 2-Pack)",Lexar,Camera Media,SD / microSD,memory_card,card,128 GB,128,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,189.99,0.89,False,https://www.filmtools.com/lexar-128gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series-2-pack.html
"Lexar 256GB Professional 1800x UHS-II SDXC Memory Card (GOLD Series, 2-Pack)",Lexar,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,270,180,,,,False,,,,,10,On-Set Capture,309.99,0.89,False,https://www.filmtools.com/lexar-256gb-professional-1800x-uhs-ii-sdxc-memory-card-gold-series-2-pack.html
"Lexar Professional 2000x UHS-II SDXC Memory Card (32GB, 64GB, 128GB, 256GB)",Lexar,Camera Media,SD / microSD,memory_card,card,32 GB,32,SDXC UHS-II,,,,,,,False,,,,,10,On-Set Capture,10000.0,0.89,False,https://www.filmtools.com/lexar-professional-2000x-uhs-ii-sdxc-memory-card-32gb-64gb-128gb-256gb.html
Lexar 64GB Professional 2000x UHS-II SDXC Memory Card,Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,300,260,,,,False,,,,,10,On-Set Capture,99.99,0.89,False,https://www.filmtools.com/lexar-64gb-professional-2000x-uhs-ii-sdxc-memory-card.html
Lexar 256GB Professional 2000x UHS-II SDXC Memory Card,Lexar,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,300,260,,,,False,,,,,10,On-Set Capture,269.99,0.89,False,https://www.filmtools.com/lexar-256gb-professional-2000x-uhs-ii-sdxc-memory-card.html
Lexar 64GB Professional 2000x UHS-II SDXC Memory Card (2-Pack),Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,300,260,,,,False,,,,,10,On-Set Capture,169.99,0.89,False,https://www.filmtools.com/lexar-64gb-professional-2000x-uhs-ii-sdxc-memory-card-2-pack.html
"Lexar Professional 2000x UHS-II SDXC Memory Card (2-Pack) (64GB, 128GB)",Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,,,,,,False,,,,,10,On-Set Capture,169.99,0.89,False,https://www.filmtools.com/lexar-professional-2000x-uhs-ii-sdxc-memory-card-2-pack-64gb-128gb.html
Lexar 128GB Professional 2000x UHS-II SDXC Memory Card (2-Pack),Lexar,Camera Media,SD / microSD,memory_card,card,128 GB,128,SDXC UHS-II,,300,260,,,,False,,,,,10,On-Set Capture,359.99,0.89,False,https://www.filmtools.com/lexar-128gb-professional-2000x-uhs-ii-sdxc-memory-card-2-pack.html
Lexar 128GB Professional CFexpress Type B Card GOLD Series,Lexar,Camera Media,CFexpress,memory_card,card,128 GB,128,USB 3.2 Gen 2x2; PCIe/NVMe; CFexpress Type B,,1750,1500,,,,True,,,,,,On-Set Capture,199.99,0.89,False,https://www.filmtools.com/lexar-128gb-professional-cfexpress-type-b-card-gold-series.html
Lexar 256GB Professional CFexpress Type B Card GOLD Series,Lexar,Camera Media,CFexpress,memory_card,card,256 GB,256,USB 3.2 Gen 2x2; PCIe/NVMe; CFexpress Type B,,1750,1500,,,,True,,,,,,On-Set Capture,399.99,0.89,False,https://www.filmtools.com/lexar-256gb-professional-cfexpress-type-b-card-gold-series.html
Lexar 512GB Professional CFexpress Type B Card GOLD Series,Lexar,Camera Media,CFexpress,memory_card,card,512 GB,512,USB 3.2 Gen 2x2; PCIe/NVMe; CFexpress Type B,,1750,1500,,,,True,,,,,,On-Set Capture,389.99,0.89,False,https://www.filmtools.com/lexar-512gb-professional-cfexpress-type-b-card-gold-series.html
"Lexar Professional CFexpress Type B Card DIAMOND Series (128GB, 256GB, 512GB)",Lexar,Camera Media,CFexpress,memory_card,card,128 GB,128,PCIe/NVMe; CFexpress Type B,,,,,,,True,,,,,,On-Set Capture,516.25,0.89,False,https://www.filmtools.com/lexar-professional-cfexpress-type-b-card-diamond-series-128gb-256gb-512gb.html
Lexar 512GB Professional CFexpress Type B Card DIAMOND Series,Lexar,Camera Media,CFexpress,memory_card,card,512 GB,512,PCIe/NVMe; CFexpress Type B,,1900,1700,,,,False,,,,,,On-Set Capture,516.24706,0.89,False,https://www.filmtools.com/lexar-512gb-professional-cfexpress-type-b-card-diamond-series.html
Lexar 80GB Professional CFexpress Type A Card GOLD Series,Lexar,Camera Media,CFexpress,memory_card,card,80 GB,80,CFexpress Type A,,900,800,,,,True,,,,,10,On-Set Capture,212.35,0.89,False,https://www.filmtools.com/lexar-80gb-professional-cfexpress-type-a-card-gold-series.html
Lexar 320GB Professional CFexpress Type A Card GOLD Series,Lexar,Camera Media,CFexpress,memory_card,card,320 GB,320,CFexpress Type A,,900,800,,,,True,,,,,10,On-Set Capture,382.68235,0.89,False,https://www.filmtools.com/lexar-320gb-professional-cfexpress-type-a-card-gold-series.html
Lexar 64GB FLY UHS-I microSDXC Card,Lexar,Camera Media,SD / microSD,memory_card,card,64 GB,64,,,160,90,,,,False,,,,,,On-Set Capture,13.99,0.68,False,https://www.filmtools.com/lexar-64gb-fly-uhs-i-microsdxc-card.html
Lexar 256GB FLY UHS-I microSDXC Card,Lexar,Camera Media,SD / microSD,memory_card,card,256 GB,256,,,160,90,,,,False,,,,,,On-Set Capture,42.55,0.68,False,https://www.filmtools.com/lexar-256gb-fly-uhs-i-microsdxc-card.html
ProGrade Digital 512GB UHS-II SDXC Memory Card (V60),ProGrade Digital,Camera Media,SD / microSD,memory_card,card,512 GB,512,SDXC UHS-II,,250,130,,,,True,,,,,,On-Set Capture,379.99,0.89,False,https://www.filmtools.com/pro-grade-digital-512gb-uhs-ii-sdxc-memory-card-v60.html
ProGrade Digital 512GB UHS-II SDXC Memory Card (2-Pack),ProGrade Digital,Camera Media,SD / microSD,memory_card,card,512 GB,512,SDXC UHS-II,,300,250,,,,True,,,,,,On-Set Capture,899.99,0.89,False,https://www.filmtools.com/prograde-digital-512gb-uhs-ii-sdxc-memory-card-2-pack.html
Sony 128GB SxS-1 G1 Memory Card R440MB W200MB,Sony,Camera Media,Other Cards,memory_card,card,128 GB,128,PCIe/NVMe,,440,200,,,,False,,,,,,On-Set Capture,602.0,0.89,False,https://www.filmtools.com/sony-sxs-1-128gb-g1-memory-card-r440mb-w200mb.html
SanDisk 512GB Extreme UHS-I microSDXC w SD Adaptor,Sandisk,Camera Media,SD / microSD,memory_card,card,512 GB,512,,,190,130,,,,True,,,,,,On-Set Capture,106.99,0.68,False,https://www.filmtools.com/sandisc-extreme-micro-sdxc-512gb.html
Lexar 2TB Professional GOLD CFexpress 4.0 Type B Memory Card,Lexar,Camera Media,CFexpress,memory_card,card,2 TB,2000,PCIe/NVMe; CFexpress Type B,,3600,3300,,,,True,,5.0,,,,On-Set Capture,1149.99,0.89,False,https://www.filmtools.com/lexar-2tb-professional-gold-cfexpress-4-0-type-b-memory-card.html
Glyph 256GB Capture+ CFexpress Type B 4.0 Memory Card,Glyph,Camera Media,CFexpress,memory_card,card,256 GB,256,USB4; USB 3.2 Gen 2; PCIe/NVMe; CFexpress Type B,,,3000,,,,True,,,,,,On-Set Capture,199.99,0.89,False,https://www.filmtools.com/glyph-capture-cfexpress-type-b-4-0-memory-card-256gb.html
Glyph 512GB Capture+ CFexpress Type B 4.0 Memory Card,Glyph,Camera Media,CFexpress,memory_card,card,512 GB,512,USB4; USB 3.2 Gen 2; PCIe/NVMe; CFexpress Type B,,,3000,,,,True,,,,,,On-Set Capture,399.99,0.89,False,https://www.filmtools.com/glyph-capture-cfexpress-type-b-4-0-memory-card-512gb.html
Glyph 1TB Capture+ CFexpress Type B 4.0 Memory Card,Glyph,Camera Media,CFexpress,memory_card,card,1 TB,1000,USB4; USB 3.2 Gen 2; PCIe/NVMe; CFexpress Type B,,,3000,,,,True,,,,,,On-Set Capture,599.99,0.89,False,https://www.filmtools.com/glyph-capture-cfexpress-type-b-4-0-memory-card-1tb.html
Glyph 2TB Capture+ CFexpress Type B 4.0 Memory Card,Glyph,Camera Media,CFexpress,memory_card,card,2 TB,2000,USB4; USB 3.2 Gen 2; PCIe/NVMe; CFexpress Type B,,,3000,,,,True,,,,,,On-Set Capture,1199.99,0.89,False,https://www.filmtools.com/glyph-capture-cfexpress-type-b-4-0-memory-card-2tb.html
Glyph 4TB Capture+ CFexpress Type B 4.0 Memory Card,Glyph,Camera Media,CFexpress,memory_card,card,4 TB,4000,USB4; USB 3.2 Gen 2; PCIe/NVMe; CFexpress Type B,,,3000,,,,True,,,,,,On-Set Capture,1799.99,0.89,False,https://www.filmtools.com/glyph-capture-cfexpress-type-b-4-0-memory-card-4tb.html
SanDisk 128GB Extreme PRO SD UHS-II V90 Card,Sandisk,Camera Media,Other Cards,memory_card,card,128 GB,128,SDXC UHS-II,,310,305,,,,False,,,,,,On-Set Capture,289.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-ii-v90-card-128gb-4.html
SanDisk 1TB Extreme PRO SD UHS-II V90 Card,Sandisk,Camera Media,Other Cards,memory_card,card,1 TB,1000,SDXC UHS-II,,310,305,,,,False,,,,,,On-Set Capture,1199.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-ii-v90-card-1tb-1.html
SanDisk 256GB Extreme PRO SD UHS-II V90 Card,Sandisk,Camera Media,Other Cards,memory_card,card,256 GB,256,SDXC UHS-II,,310,305,,,,False,,,,,,On-Set Capture,359.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-ii-v90-card-256gb-3.html
SanDisk 2TB Extreme PRO SD UHS-II V90 Card,Sandisk,Camera Media,Other Cards,memory_card,card,2 TB,2000,SDXC UHS-II,,310,305,,,,False,,,,,,On-Set Capture,2299.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-ii-v90-card-2tb.html
SanDisk 512GB Extreme PRO SD UHS-II V90 Card,Sandisk,Camera Media,Other Cards,memory_card,card,512 GB,512,SDXC UHS-II,,310,305,,,,False,,,,,,On-Set Capture,599.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-ii-v90-card-512gb-2.html
SanDisk 1TB Extreme PRO UHS-II SDXC Memory Card,Sandisk,Camera Media,SD / microSD,memory_card,card,1 TB,1000,SDXC UHS-II,,280,150,,,,True,,,,,,On-Set Capture,549.99,0.89,False,https://www.filmtools.com/sandisk-1tb-extreme-pro-uhs-ii-sdxc-memory-card.html
SanDisk 256GB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,256 GB,256,,,250,170,,,,False,,,,,,On-Set Capture,92.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-256gb.html
SanDisk 512GB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,512 GB,512,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,579.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-512gb.html
SanDisk 64GB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,159.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-64gb.html
SanDisk 128GB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,128 GB,128,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,189.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-128gb.html
SanDisk 256GB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,299.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-256gb.html
SanDisk 1TB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,1 TB,1000,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,1149.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-1tb-2.html
SanDisk 2TB Extreme PRO SDXC UHS-II V60 Card,Sandisk,Camera Media,SD / microSD,memory_card,card,2 TB,2000,SDXC UHS-II,,300,60,,,,False,,,,,,On-Set Capture,2199.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-sdxc-uhs-ii-v60-card-2tb-1.html
Delkin Devices 32GB BLACK UHS-I (U3/V30) SDXC Memory Card,Delkin,Camera Media,SD / microSD,memory_card,card,32 GB,32,,,,90,,,,True,,,,,,On-Set Capture,33.99,0.68,False,https://www.filmtools.com/delkin-devices-32gb-black-uhs-i-u3-v30-sdxc-memory-card-ddsdblk-32gb.html
Delkin Devices BLACK UHS-I (U3/V30) SDXC Memory Card (Various),Delkin,Camera Media,SD / microSD,memory_card,card,,,,,,90,,,,True,,,,,,On-Set Capture,33.99,0.46,True,https://www.filmtools.com/delkin-devices-black-uhs-i-u3-v30-sdxc-memory-card-various.html
Delkin Devices 64GB BLACK UHS-I (U3/V30) SDXC Memory Card,Delkin,Camera Media,SD / microSD,memory_card,card,64 GB,64,,,,90,,,,True,,,,,,On-Set Capture,48.99,0.68,False,https://www.filmtools.com/delkin-devices-64gb-black-uhs-i-u3-v30-sdxc-memory-card-ddsdblk-64gb.html
Delkin Devices 128GB BLACK UHS-I (U3/V30) SDXC Memory Card,Delkin,Camera Media,SD / microSD,memory_card,card,128 GB,128,,,,90,,,,True,,,,,,On-Set Capture,78.99,0.68,False,https://www.filmtools.com/delkin-devices-128gb-black-uhs-i-u3-v30-sdxc-memory-card-ddsdblk128gb.html
SmallHD 8GB SD Memory Card,SmallHD,Camera Media,Other Cards,memory_card,card,8 GB,8,,,,,,,,False,,,,,1,On-Set Capture,11.99,0.68,False,https://www.filmtools.com/smallhd-8gb-high-speed-sd-card-acc-sd-card-8gb-c10.html
SanDisk 32GB Extreme UHS-I microSDHC Memory Card,Sandisk,Camera Media,SD / microSD,memory_card,card,32 GB,32,,,90,60,,,,False,,,,,,On-Set Capture,21.81,0.68,False,https://www.filmtools.com/sandisk-32gb-extreme-uhs-i-microsdhc-memory-card-sdsqxvf-032g-an6ma.html
SanDisk 32GB Extreme PLUS UHS-I microSDHC Memory Card,Sandisk,Camera Media,SD / microSD,memory_card,card,32 GB,32,,,90,,,,,True,,,,,,On-Set Capture,157.03,0.68,False,https://www.filmtools.com/sandisk-32gb-extreme-plus-uhs-i-microsdhc-memory-card-sdsqxwg-032g-ancma.html
Lexar 128GB Professional 2000x UHS-II SDXC Memory Card,Lexar,Camera Media,SD / microSD,memory_card,card,128 GB,128,SDXC UHS-II,,300,260,,,,False,,,,,10,On-Set Capture,184.99,0.89,False,https://www.filmtools.com/lexar-128gb-professional-2000x-uhs-ii-sdxc-memory-card.html
Delkin 32GB microSDHC 500X Memory Card for Compatible Hand-held Devices,Delkin,Camera Media,SD / microSD,memory_card,card,32 GB,32,,,100,30,,,,True,,,,,,On-Set Capture,8.99,0.68,False,https://www.filmtools.com/delkin-32gb-microsdhc-500x-memory-card-for-compatible-hand-held-devices.html
SanDisk 256GB Extreme PRO CFast 2.0 Memory Card,Sandisk,Camera Media,CFast,memory_card,card,256 GB,256,SATA; CFast 2.0,,525,450,,,,False,,,,,,On-Set Capture,369.99,0.89,False,https://www.filmtools.com/sandisk-extreme-pro-cfast-2-0-256gb-sd-sdcfsp-256g-a46d.html
SanDisk 200GB Ultra UHS-I microSDXC Memory Card (Class 10),Sandisk,Camera Media,SD / microSD,memory_card,card,200 GB,200,,,90,,,,,False,,,,,,On-Set Capture,124.98,0.68,False,https://www.filmtools.com/sandisk-ultra-200gb-microsdxc-memory-card-w-adaptor-read-sd-sdsdquan-200g-a4.html
SanDisk 16GB Ultra SDHC Class 10 Memory Card,Sandisk,Camera Media,Other Cards,memory_card,card,16 GB,16,,,80,10,,,,True,,,,,,On-Set Capture,23.53,0.68,False,https://www.filmtools.com/sandisk-ultra-16gb-sdhc-memory-card-read-80mb-s-class-10-sd-sdsdunc-016g-an6.html
SanDisk 32GB Ultra SDHC Class 10 Memory Card,Sandisk,Camera Media,Other Cards,memory_card,card,32 GB,32,,,80,10,,,,True,,,,,,On-Set Capture,27.46,0.68,False,https://www.filmtools.com/sandisk-ultra-32gb-sdhc-memory-card-read-80mb-s-class-10-sd-sdsdunc-032g-an6.html
SanDisk 16GB Ultra UHS-I microSDHC Class 10 Memory Card,Sandisk,Camera Media,SD / microSD,memory_card,card,16 GB,16,,,80,,,,,True,,,,,10,On-Set Capture,36.73,0.68,False,https://www.filmtools.com/sandisk-ultra-16gb-microsdhc-memory-card-w-adaptor-class-sd-sdsqunc-016g-an6.html
"Delkin Power UHS-II SDXC Memory Card (64GB, 128GB)",Delkin,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,,,,,,False,,,,,,On-Set Capture,152.99,0.89,False,https://www.filmtools.com/delkin-power-uhs-ii-sdxc-memory-card-64gb-128gb.html
Prograde 256GB SDXC UHS-II Memory Card - V60,ProGrade Digital,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,250,60,,,,False,,,,,,On-Set Capture,219.99,0.89,False,https://www.filmtools.com/prograde-256gb-sdxc-uhs-ii-memory-card-v60.html
Prograde 256GB SDXC UHS-II Memory Card 2 Pack - V60,ProGrade Digital,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,250,60,,,,False,,,,,,On-Set Capture,417.991,0.89,False,https://www.filmtools.com/prograde-256gb-sdxc-uhs-ii-memory-card-2-pack-v60.html
ProGrade Digital 64GB SDXC UHS-II V90 Memory Card,ProGrade Digital,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,300,250,,,,True,,,,,,On-Set Capture,79.99,0.89,False,https://www.filmtools.com/prograde-digital-sdxc-uhs-ii-v90-memory-card-64gb.html
ProGrade Digital 256GB SDXC UHS-II V90 Memory Card,ProGrade Digital,Camera Media,SD / microSD,memory_card,card,256 GB,256,SDXC UHS-II,,300,250,,,,True,,,,,,On-Set Capture,229.99,0.89,False,https://www.filmtools.com/prograde-digital-sdxc-uhsii-v90-memory-card-256gb.html
ProGrade Digital 64GB SDXC UHS-II V90 Memory Card - (2 Pack),ProGrade Digital,Camera Media,SD / microSD,memory_card,card,64 GB,64,SDXC UHS-II,,300,250,,,,True,,,,,,On-Set Capture,151.99,0.89,False,https://www.filmtools.com/prograde-digital-sdxc-uhs-ii-v90-memory-card-64gb-2-pack.html
"SanDisk Ultra UHS-I microSDXC Memory Card (Class 10) (64GB, 200GB, 256GB)",Sandisk,Camera Media,SD / microSD,memory_card,card,64 GB,64,,,100,,,,,True,,,,,,On-Set Capture,124.98,0.68,False,https://www.filmtools.com/sandisk-ultra-uhs-i-microsdxc-memory-card-class-10-64gb-200gb-256gb.html
Delkin Devices 128GB Power CFexpress Memory Card,Delkin,Camera Media,CFast,memory_card,card,128 GB,128,CFast 2.0,,1600,600,,,,False,,,,,,On-Set Capture,164.99,0.89,False,https://www.filmtools.com/delkin-devices-power-cfexpress-128gb-memory-card.html
"Delkin Devices Power CFexpress Memory Card (128GB, 256GB, 512GB, 1TB, 2TB)",Delkin,Camera Media,CFast,memory_card,card,128 GB,128,CFast 2.0,,1600,600,,,,False,,,,,,On-Set Capture,164.99,0.89,False,https://www.filmtools.com/delkin-devices-power-cfexpress-memory-card-128gb-256gb-512gb-1tb-2tb.html
Delkin Devices 256GB Power CFexpress Memory Card,Delkin,Camera Media,CFast,memory_card,card,256 GB,256,CFast 2.0,,1730,1430,,,,False,,,,,,On-Set Capture,319.99,0.89,False,https://www.filmtools.com/delkin-devices-power-cfexpress-256gb-memory-card.html
SanDisk 2TB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,2 TB,2000,,,250,170,,,,False,,,,,,On-Set Capture,549.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-2tb.html
SanDisk 128GB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,128 GB,128,,,250,170,,,,False,,,,,,On-Set Capture,74.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-128gb.html
SanDisk 1TB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,1 TB,1000,,,250,170,,,,False,,,,,,On-Set Capture,429.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-1tb.html
SanDisk 512GB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,512 GB,512,,,250,170,,,,False,,,,,,On-Set Capture,249.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-512gb.html
SanDisk 32GB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,32 GB,32,,,250,170,,,,False,,,,,,On-Set Capture,30.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-32gb.html
SanDisk 64GB Extreme PRO SD UHS-I Card,Sandisk,Camera Media,Other Cards,memory_card,card,64 GB,64,,,250,170,,,,False,,,,,,On-Set Capture,36.99,0.63,False,https://www.filmtools.com/sandisk-extreme-pro-sd-uhs-i-card-64gb.html
Sony MRW-G1 CFexpress Type B/XQD Memory Card Reader,Sony,Readers & Docks,Card Readers,reader,accessory,,,USB 3.2 Gen 2; USB 3.1; PCIe/NVMe; CFexpress Type B,USB-C; USB-A,,,,,,False,,,,,1,Offload & Ingest,99.99,0.66,False,https://www.filmtools.com/sony-mrw-g1-cfexpress-type-b-xqd-memory-card-reader.html
SanDisk Professional PRO-READER CFast Card Reader,SanDisk Professional,Readers & Docks,Card Readers,reader,accessory,,,USB 3.2 Gen 2; USB 3.1; CFast 2.0,USB-C,,,,,,False,,,,True,3,Offload & Ingest,79.99,0.66,False,https://www.filmtools.com/sandisk-professional-pro-reader-cfast-card-reader.html
"Lexar Professional Workflow CFexpress, Type B 4.0 Card Reader",Lexar,Readers & Docks,Card Readers,reader,accessory,,,USB4; USB 2.0; PCIe/NVMe; CFexpress Type B,USB-C,,,,,,False,,,,,3,Offload & Ingest,209.65,0.66,False,https://www.filmtools.com/lexar-professional-workflow-cfexpress-type-b-4-0-card-reader.html
"SANDISK, MULTI-CARD READER DDR200, IMAGE MATE PRO, USB-C",SanDisk Professional,Readers & Docks,Card Readers,reader,accessory,,,USB 3.1; USB 3.0; USB 2.0; SDXC UHS-II,USB-C,312,,,,,False,,,,,,Offload & Ingest,81.32,0.66,False,https://www.filmtools.com/sandisk-multi-card-reader-ddr200-image-mate-pro-usb-c.html
Angelbird USB Type-C Female to USB Type-A Male Adapter,Angelbird,Drives,Hard Disk Drives (HDD),hdd,rackmount,,,USB 3.2 Gen 2; USB 3.1,USB-C; USB-A,,,,,,False,,,,,,,24.99,0.59,False,https://www.filmtools.com/angelbird-usb-type-c-female-to-usb-type-a-male-adapter.html
ProGrade Digital CFexpress Type B & UHS-II SDXC Dual-Slot USB 3.2 Gen 2 Card Reader,ProGrade Digital,Readers & Docks,Card Readers,reader,accessory,,,USB 3.2 Gen 2; USB 3.1; CFexpress Type B; SDXC UHS-II,USB-C; USB-A,,,,,,False,,,,,2,Offload & Ingest,84.99,0.66,False,https://www.filmtools.com/prograde-digital-cfexpress-type-b-uhs-ii-sdxc-dual-slot-usb-3-2-gen-2-card-reader.html
ProGrade Digital CFexpress Type A & UHS-II SDXC Dual-Slot USB 3.2 Gen 2 Card Reader,ProGrade Digital,Readers & Docks,Card Readers,reader,accessory,,,USB 3.2 Gen 2; CFexpress Type A; SDXC UHS-II,USB-C; USB-A,,,,,,False,,,,,,Offload & Ingest,84.99,0.66,False,https://www.filmtools.com/prograde-digital-cfexpress-type-a-uhs-ii-sdxc-dual-slot-usb-3-2-gen-2-card-reader.html
